Country Name,Country Code,Year,Forest area (% of land area),Urban population (% of total population),Urban population growth (annual %),"Access to electricity, urban (% of urban population)",Renewable energy consumption (% of total final energy consumption),Individuals using the Internet (% of population),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: mineral depletion (% of GNI),Merchandise trade (% of GDP),Adjusted savings: natural resources depletion (% of GNI),Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Trade (% of GDP),Forest rents (% of GDP),Mineral rents (% of GDP),GDP (current US$),"GDP per capita, PPP (current international $)",GNI (current US$),"Compulsory education, duration (years)","Probability of dying among children ages 5-9 years (per 1,000)","Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)","Probability of dying among youth ages 20-24 years (per 1,000)",Number of infant deaths,"International tourism, number of arrivals","Net bilateral aid flows from DAC donors, United States (current US$)","Net bilateral aid flows from DAC donors, Japan (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, Norway (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)",Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"International tourism, expenditures (% of total imports)","Communications, computer, etc. (% of service imports, BoP)","Foreign direct investment, net outflows (BoP, current US$)",CO2 emissions (metric tons per capita),Cost of business start-up procedures (% of GNI per capita),Military expenditure (% of GDP),Import value index (2000 = 100),Market capitalization of listed domestic companies (% of GDP),"Listed domestic companies, total",Energy intensity level of primary energy (MJ/$2011 PPP GDP),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",Research and development expenditure (% of GDP),Researchers in R&D (per million people),"Automated teller machines (ATMs) (per 100,000 adults)","Hospital beds (per 1,000 people)","Physicians (per 1,000 people)",High-technology exports (current US$),"New business density (new registrations per 1,000 people ages 15-64)",Exports as a capacity to import (constant LCU),"International tourism, number of departures"
Canada,CAN,2000,38.7929818338782,79.478,1.4042259543965454,100.0,22.0380992889404,51.3,1.36802453537166,1.93240537820153,0.124037662697572,70.01068900234436,2.056443040899102,44.20923582110603,38.55612202921533,82.76535785032137,0.19914298965766,0.180683427136852,744773415931.587,29362.08416097856,725237357753.6865,10.0,0.6,0.8,2.5,3.1,1760.0,48638000.0,,,,,,,8.24814415,,5.276957066230549,41.60706303994873,46650311862.4571,16.783045409054957,,1.11808087955152,100.0,103.50014158813738,1507.0,9.21935210065703,11.021317490341,1.86469,3527.48297,,3.77,,,,514691443350.9796,
Cayman Islands,CYM,2000,53.87500000000001,100.0,4.550635247237758,100.0,0.0,,,,,,,,,,,,,,,12.0,,,,,,1385000.0,,,-3119999.88555908,-50000.0007450581,,-3559999.883174893,,,,,8504608000.0,,,,100.0,,1.0,,,,,,,,,,,
Central African Republic,CAF,2000,36.76362001990433,37.639,2.507647555117388,15.6,85.0734024047852,0.053394174,0.551342836598729,0.0,0.0020049629089638,30.399115262673348,0.0020049629089638,20.372213590597497,25.2875684031294,45.6597819937269,11.2024907739147,0.0026859197310251,914500299.0970345,674.4408516505321,901436083.8977364,10.0,16.2,11.6,18.1,28.4,16064.0,11199.9998092651,1110000.01430511,22750000.0,7199999.80926514,9999.99977648258,319999.99284744303,58959998.80880121,4.27478456,,,,,0.0659264409253764,,,100.0,,,7.20018824702209,100.0,,,,,,,,,
Chad,TCD,2000,5.045266836086404,21.637,3.835412225493423,10.0845584869385,88.6968002319336,0.035707076,0.662108752186623,0.0,0.0,36.009908372341755,0.517196856037038,16.890096431930296,34.6810755816349,51.57117201356519,10.5998239655036,0.0,1388506726.6209335,765.5832568998926,1370995736.4603047,6.0,26.4,13.5,21.9,20.0,41338.0,43000.0,4110000.1335144,209999.993443489,14869999.8855591,409999.99642372096,119999.997317791,71339999.43919481,5.45750237,,,,,0.061036514915529,,1.36204531679744,100.0,,,6.89342907615347,100.0,,,,,0.0281,,,637015604485.205,
Channel Islands,CHI,2000,4.191919191919193,30.465,0.6522485686041947,100.0,,,,,0.0,,,,,,0.0,0.0,6439703434.710243,,6243001967.014676,,,,,,,,,,,,,,,,,,,,,,,3.9610519736842105,1.0,,,,,,,,,,,
Chile,CHL,2000,21.27287056912144,86.073,1.520510319947135,99.782113,31.3633003234863,16.6,1.4535462379131,0.0330802569956206,3.10849237449649,48.44149557110716,3.14157263149211,30.53170012783816,28.7841219792793,59.315822107117455,0.418089898127353,4.36253963544206,77860932151.93016,9538.075278427264,75124613519.15216,8.0,1.0,1.1,2.6,4.1,2367.0,,-19049999.237060502,21350000.3814697,21870000.8392334,150000.005960464,649999.976158142,46430001.98341908,7.03517628,,4.129155056996417,33.70228273036254,3986645149.32212,3.2472209276936064,,2.70328204639642,100.0,77.5751950697686,260.0,4.66548330681963,99.2449699760891,,,,2.72,,,,16289211936751.502,1528000.0
China,CHN,2000,18.78049699194669,35.877,3.6492527111585376,100.0,29.6030006408691,1.775913207,5.28305253124968,1.73853360199904,0.0583201636439841,39.15451568025755,1.796853765643024,20.89344481676435,18.51709397127157,39.41053878803592,0.222727527806894,0.143064754956122,1211346869600.406,2920.560790768153,1196681328408.871,9.0,2.4,1.8,3.2,3.3,526220.0,83444000.0,1570000.05245209,769190002.441406,212809997.558594,83440002.44140631,9899999.61853027,1298240003.9322677,4.50827932,,8.791564714236918,28.095804752971294,4612000000.0,2.648479976557148,,1.8303437176953,100.0,,1086.0,10.2330505139265,99.999996120588,0.89316,538.57781,,1.68,1.2356,,,,10473000.0
Colombia,COL,2000,56.54393871113113,73.957,2.182786244327497,99.4,28.0340003967285,2.207532993,1.10040733355375,4.65917079292945,0.298366347906842,24.60991322048041,4.957537140836291,15.915139715437991,16.75194575386873,32.66708546930672,0.148306881819566,0.389656293956927,99886577330.72713,6690.373750837752,97729902123.79024,10.0,1.6,1.9,8.5,13.2,18698.0,707000.0,105139999.389648,8050000.19073486,13119999.8855591,3349999.90463257,5800000.19073486,193140000.32842115,5.63529348,,10.029010815072452,19.90161484419329,325346527.95,1.4690903713894272,,3.03168353865852,100.0,,73.0,3.21956594579255,99.7168335535248,0.12999,,,,1.2467,,,51003486801857.4,1235000.0
Comoros,COM,2000,22.396560988715745,28.08,2.3646664191112583,64.2878723144531,48.9561004638672,0.271740607,0.543717367131496,0.0,0.0,16.233000240596677,1.258208473174,8.836314058865987,26.921164487930067,35.75747854679606,1.40300517568324,0.0,351136568.4419213,1801.7641341864269,351478562.71214443,6.0,9.1,3.9,8.4,9.1,1442.0,24000.0,39999.9991059303,,29999.999329447703,29999.999329447703,,14630000.287666893,7.51418018,,,,,0.1843800589278668,,,100.0,,,4.18800058832436,100.0,,,,,,,,21362024495.775738,
Congo  Dem. Rep.,COD,2000,63.47411834763239,35.122,3.877473352488394,20.0,97.940299987793,0.005902114,0.0902919023977592,0.65164401022501,0.0057162541601785,7.805932446567265,0.6573602643851885,11.449612031342705,15.564790891414154,27.01440292275685,6.57116959906497,0.0774613162718057,19088046305.7971,447.0821604197581,18699788397.101448,6.0,21.2,10.7,19.4,23.7,225201.0,103000.0,12750000.0,469999.998807907,12760000.2288818,8029999.73297119,5659999.84741211,136210001.95667148,1.55040038,,,,-1800000.0,0.019530491236435,,0.2202607725723059,100.0,,,23.37119,100.0,,,,,,,,443352000000.0,
Congo  Rep.,COG,2000,64.99267935578331,58.695,3.680357489040485,,64.8556976318359,0.026354732,0.85580779157928,58.6422441899165,0.0006619671276392,91.51382473282445,58.64290615704414,80.29714721919302,43.612737186477645,123.90988440567064,3.73915838354874,0.0006360467979169,3227927593.0431647,3699.22840624596,2280886049.5798416,10.0,13.1,6.3,14.9,22.7,8517.0,,3509999.99046326,70000.0002980232,2339999.91416931,39999.9991059303,1980000.01907349,24760000.353679065,1.50500607,,4.94298808355385,77.55309354050779,-259956696.096311,0.9144918175364998,,,100.0,,,2.05656395012606,100.0,,32.5349,,,,,,2158656843786.4312,
Costa Rica,CRI,2000,55.95808852330592,59.052,3.488119482642277,99.8,32.9464988708496,5.800253023,0.712744949366121,0.0,0.0005003769482188,81.51926135340713,0.2174468037959678,42.93032218055032,43.59460135192992,86.52492353248024,1.02150042126915,0.0006512434104381,15013629658.567148,7838.4399168426,14325426928.955029,11.0,1.1,1.3,3.1,4.3,853.0,1278000.0,-30559999.4659424,-6280000.20980835,1389999.98569489,15189999.5803833,579999.983310699,18559999.64848157,6.56498814,,8.347555571316427,19.8010899313123,107389574.161753,1.2492526566808897,,0.0,100.0,,23.0,3.20123431513376,99.999999999712,0.41311,,,1.65,1.3133,,,4720484542147.109,381000.0
Cote d'Ivoire,CIV,2000,16.020283018867925,43.155,3.5625964213470382,81.5392608642578,63.717601776123,0.231461671,1.29786295768443,0.736430240272306,0.0,38.4254995206204,0.736430240272306,27.79005856294436,27.173933065573795,54.96399162851815,3.61592106624215,0.0,16577533355.3742,3273.8286671788533,9739259484.545374,10.0,15.4,10.8,13.8,20.7,62680.0,,10000000.0,23399999.6185303,15689999.5803833,1090000.0333786,150000.005960464,253009994.18832383,6.12684488,,,,7872255.6,0.3846934546201501,,,100.0,2.6320562332546777,41.0,5.77978223229832,100.0,,,,,,,,5048142275572.445,
Croatia,HRV,2000,33.71489894473261,53.428,-0.5550214908386226,100.0,26.7880992889404,6.644882544,1.69128599483527,0.665013690171264,0.0,56.406243342562426,0.665013690171264,34.97331261388976,39.46876677256673,74.4420793864565,0.276166470852348,0.0,21839780971.026768,10683.603519370105,21436444637.7616,8.0,0.9,0.9,2.7,3.7,327.0,37226000.0,11920000.0762939,1730000.01907349,5239999.771118159,1570000.05245209,5019999.98092651,54069999.73580234,7.71451426,,7.375739551334607,46.89482757346579,48125437.9535972,4.03956581269574,,3.0300557771282097,100.0,12.567159000546352,63.0,5.07088036922962,100.0,1.04916,1529.33272,,6.15,2.3574,,,78862346170.07419,
Cuba,CUB,2000,22.67225325884544,75.323,0.6870904321805013,100.0,34.4347991943359,0.541182549,1.61831757525716,0.753822483910012,0.238027607885753,21.32803758498171,0.9918500917957652,14.130029379625327,16.94595850209714,31.075987881722472,0.0777662855718157,0.758448871373936,30565400000.0,,29943300000.0,9.0,1.3,1.5,2.9,4.1,1030.0,1774000.0,1389999.98569489,2000000.0,2450000.04768372,170000.00178813902,810000.002384186,37699999.45722525,6.58189821,,,,,2.534507271564276,,,100.0,,,4.24910086159959,99.9999999999807,0.47865,,,,5.9316,,,3907488836.9758286,139000.0
Curacao,CUW,2000,0.1576576576576576,90.752,-3.4625408351854308,99.7979354858398,0.0720999985933304,,,,,,,,,,,,,22701.96044387817,,9.0,,,,,,514000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,2000,18.57251082251082,68.648,2.0207497770499634,100.0,3.09730005264282,15.25539437,1.41928604381064,0.0,0.0103858763879791,48.038000256914096,0.0103858763879791,69.96284372761026,67.53209845303168,137.49494218064194,0.002394763438188,0.0167957288609788,9985844486.333649,21288.5098267129,9128568331.76249,9.0,1.1,0.8,3.4,4.4,70.0,2912000.0,8800000.19073486,79999.9982118607,-19999.9995529652,239999.994635582,330000.013113022,57049998.840317145,5.30800056,,10.56030346391849,11.523259349346311,172091968.340117,7.495059833264072,,2.82209015133954,100.0,,93.0,4.30502512877051,100.0,0.2269,434.37809,,4.52,1.9082,,,8970806074.216776,588000.0
Czech Republic,CZE,2000,34.130839911996894,73.988,-0.4586622047026037,100.0,5.94159984588623,9.780527888,3.79133861452735,0.0890700230633134,0.0,98.77051748551833,0.0890700230633134,48.09098981724343,49.95534907967979,98.04633889692322,0.30868561265002,0.0,61828166496.0941,16235.480632924528,60625668795.58498,,0.8,0.9,2.5,3.4,398.0,,,1840000.0333786,9819999.69482422,870000.004768372,9999.99977648258,435220013.312995,5.70103025,,,55.33062393865461,42678384.1758011,12.010652689310636,,1.87735695616487,100.0,15.763301020119524,57.0,7.94979326245573,99.9673515864133,1.11319,1346.24335,,7.8,4.0886,,,1076309360075.968,
Denmark,DNK,2000,13.47160028281876,85.1,0.3506791809383318,100.0,10.7161998748779,39.17243086,0.594067614516306,1.26951687075389,0.0,58.99716367972645,1.26951687075389,44.84726556413969,38.13668548916281,82.98395105330249,0.029246355884835,0.0,164158739097.62344,28658.1249551454,160421991562.64304,9.0,0.6,0.7,2.1,2.7,312.0,,,,,,,,8.10438347,,7.238141362989905,33.46642896831618,28381218265.5755,9.87149637726758,,1.45744405054744,100.0,68.116166470737,225.0,3.5042863557831,97.9660948944068,,,,4.29,2.9119,,,664936454035.4441,5011000.0
Djibouti,DJI,2000,0.2415875754961173,76.532,2.5453404927626955,56.4857864379883,31.4431991577148,0.194500528,1.20070329338461,0.0,0.0,43.3575143443648,0.364349189383245,,,,0.38207926813835,0.0,551230861.8565054,,567019654.4021246,10.0,14.1,8.5,15.7,22.4,1771.0,20100.0003814697,1139999.98569489,13920000.0762939,300000.011920929,,280000.001192093,43970000.72523948,2.93908072,,5.329073553695726,23.61078175638294,,0.5156241072386657,,5.06910119132427,100.0,,,5.01796838860422,100.0,,,,1.75,,,,,
Dominica,DMA,2000,63.82666666666667,65.265,-0.123117526819164,,11.0342998504639,8.814844198,0.648070788920985,0.0,0.0,60.5750969046059,0.0,,,,0.0249523717982836,0.0,333470370.3703703,6516.291430173172,294151851.8518518,12.0,1.5,1.9,3.1,4.3,17.0,312000.0,189999.997615814,3630000.11444092,79999.9982118607,1590000.0333786,,6720000.168308618,5.3237443,,,32.79910023899901,0.0,1.866475233309404,,,100.0,,,2.89472872461379,100.0,,,,3.8,,,,,
Dominican Republic,DOM,2000,40.82943489960671,61.753,2.8596123199814647,96.572861,19.1387004852295,3.704692356,1.57945250070244,0.0,0.239062469579285,62.602554209453565,0.239062469579285,35.497825141764174,43.80256795437906,79.30039309614322,0.0239690206662404,0.317066201811329,24305717541.63705,6760.128878765368,23264321904.64419,9.0,2.9,2.4,7.7,9.2,6774.0,3161000.0,-18799999.237060502,29590000.1525879,9189999.5803833,6420000.07629395,209999.993443489,57510000.94041228,4.88427496,,5.648774601055294,10.1798587344353,36100000.0,2.202727155647699,,1.03009647155323,100.0,,,4.38604100713922,100.0,,,,,1.8498,,,384131930167.3017,360000.0
Ecuador,ECU,2000,55.28466741826381,60.299,2.740467391276809,99.1574325561523,19.4284992218018,1.462188536,2.24903353170625,13.30414985369,0.024551006588046,47.18524083798757,13.328700860278046,32.12753528503623,27.337164011596737,59.46469929663297,0.354301362869907,0.0312978810428323,18327764882.44122,5838.902524888095,17103552776.388191,10.0,2.5,2.6,5.5,7.8,7935.0,627000.0,47060001.373291,20129999.1607666,11250000.0,910000.026226044,2099999.90463257,144980001.71780583,3.33109641,,8.443811556741293,38.80059418958926,0.0,1.6851819826997971,,1.45207595274333,100.0,4.075783407259102,26.0,3.95622310594248,99.9858101216086,,,,,1.4459,,,8588112160.472712,520000.0
Egypt  Arab Rep.,EGY,2000,0.0594806368978853,42.797,2.0402637335231124,99.5,7.8206000328064,0.641265038,2.61588479283948,6.11027993510713,0.0015342375699499,19.886107321376063,6.233149004528769,16.201117318435752,22.816818582769773,39.01793590120553,0.12428437386259,0.0130912613990678,99838543960.07632,5794.125256548663,100305543960.07632,9.0,3.1,2.7,4.1,5.0,65760.0,5506000.0,634820007.324219,85919998.1689453,65160003.662109405,4099999.90463257,1090000.0333786,1212070007.2757902,4.92244291,,5.267525660624591,50.019965393318245,51000000.0,1.63965480893278,,2.55126513982739,100.0,,1075.0,3.29080304639663,100.0,0.19247,,,2.1,2.118,,,168697555821.52063,
El Salvador,SLV,2000,32.52316602316602,58.912,1.6811628396989136,96.097903,33.5099983215332,1.177397269,0.928878515620007,0.0,0.0,66.93295199426638,0.480005110855172,26.82727022584958,41.882818678641534,68.71008890449112,0.497077305664038,0.0,11784927700.0,4466.896227302577,11531827700.0,9.0,1.7,2.1,7.0,11.8,4056.0,867000.0,36639999.3896484,66879997.253418,14510000.2288818,4980000.01907349,1240000.00953674,186849995.9893525,8.92467785,,4.884685729580229,25.03870368459077,-5000000.0,0.9561934330061668,,0.840331038102095,100.0,,,4.44815934654766,100.0,,,,,,,,5724149686.835966,923000.0
Equatorial Guinea,GNQ,2000,93.2470588235294,49.092,7.723904984276405,,45.8460006713867,0.132354665,1.25927678089502,,0.111431353975346,147.99256454674037,,,,,5.60348799063992,0.0975244664241264,1045998496.4387156,8617.735066583797,675806916.325726,5.0,19.8,11.0,17.3,20.6,2587.0,,29999.999329447703,59999.9986588955,19999.9995529652,,39999.9991059303,20280000.18559397,2.14653134,,,,,3.876736282952258,,,100.0,,,1.49186177358492,100.0,,,,,,,,,
Eritrea,ERI,2000,11.073861386138612,26.587,5.685579280756196,79.136116027832,76.6192016601563,0.136711941,1.59888345200782,0.0,0.0562521164385012,71.91690098064237,1.5015977353219812,9.67062059350866,58.2107413330059,67.88136192651456,4.84571215618134,0.0765427492068879,706370815.5844156,1528.583658662234,706846472.7272727,,12.2,8.0,14.0,20.2,4223.0,70000.0,39490001.6784668,400000.005960464,3640000.10490417,1129999.99523163,6409999.84741211,117770001.81004412,5.76670074,,,34.55847807906276,-27875536.9415808,0.2791818053727666,,32.6556711938037,100.0,,,5.20237272282,100.0,,,,,,,,657488000.0,
Estonia,EST,2000,52.81646614767634,69.368,0.2318328949509495,100.0,19.8332996368408,28.57695381,5.04136241709731,0.100991024919059,0.0,156.19230529299725,0.100991024919059,61.62739431707431,64.86821584844883,126.49561016552312,2.17590691487508,0.0,5686579747.535244,9421.29142254113,5472116465.493412,9.0,1.6,1.6,4.0,7.6,110.0,3310000.0,1799999.95231628,389999.98569488496,2930000.0667572,340000.00357627904,280000.001192093,62500000.23283064,5.15698433,,6.865139258958767,26.9641743790607,92329438.7783892,10.608560578674789,,1.37632711527768,100.0,,20.0,9.23585907790617,5.02580753807447,0.59921,1905.49434,,7.04,2.9376,,,4707488634.071333,1800000.0
Eswatini,SWZ,2000,27.51627906976744,22.686,0.557026128290657,,62.1809997558594,0.926191777,1.24847265860397,0.0166690527397208,0.0,112.53662274930984,0.0166690527397208,71.2690588001201,85.13296508759942,156.40202388771954,2.77235868399453,0.0,1738100853.0505202,4721.96956239458,1772303683.1032596,,8.5,4.1,9.4,14.1,2161.0,1151000.0,219999.998807907,5989999.771118159,-870000.004768372,-3700000.04768372,100000.001490116,8659999.830648296,4.60951757,,2.2276177734342526,81.15062685846729,17074197.5606025,1.1238950023472498,,1.43520579097508,100.0,4.201712453671829,6.0,5.65295535964413,100.0,,,,,,,,12521084271.611746,
Ethiopia,ETH,2000,18.5285,14.74,4.1594618354606805,76.2,95.5544967651367,0.015263767,0.805522740212231,0.0,0.0953094600935452,21.1831708324132,15.768782455820146,,,,18.3566108987665,0.128654580120849,8242392103.680613,482.8843857005775,8182263337.465177,8.0,29.3,14.9,21.7,26.6,247496.0,136000.0,129820007.324219,34029998.779296905,38630001.0681152,11350000.3814697,23569999.6948242,448970000.9971858,4.3650465,,4.9352817599174665,23.02110534905814,,0.0537562894292379,,7.61384390577726,100.0,,,32.251853758782,100.0,,,,,0.021,,,,
Faroe Islands,FRO,2000,0.0573065902578796,36.337,1.9862689159917488,100.0,2.7720000743866,32.91639236,1.16394207299685,0.0,0.0,95.1164076376554,,49.83523417780687,57.72880246798168,107.56403664578852,0.0,0.0,1058702725.4394972,,1099664732.590219,,,,,,,,,,,,,,,,,28.49644952145724,,,,,100.0,,,,,,,,,,,,,
Fiji,FJI,2000,55.088669950738925,47.908,1.4060955847558425,91.4081649780273,52.1678009033203,1.496854734,0.911795648432353,0.0,0.340841784823008,84.31455924754361,0.340841784823008,65.38644570724743,70.50919575623547,135.89564146348292,0.601587001401173,0.472428076575373,1678239218.2655263,5836.703232403369,1711500516.771587,,4.1,3.8,5.7,8.1,381.0,434000.0,,15069999.6948242,70000.0002980232,,100000.001490116,26099999.72768129,3.42441201,,8.717085683913766,23.897191923573367,2306214.3842405,1.04807456372355,,1.75624341841376,100.0,,,3.81710455133955,100.0,,,,,,,,,83000.0
Finland,FIN,2000,73.6913227617453,82.183,0.4964153011163365,100.0,31.6786994934082,37.24846174,0.775737693643826,0.0,0.0135166936838381,64.07377713607247,0.0135166936838381,42.031046158807406,32.863780947215666,74.89482710602307,0.405795024269967,0.0229994356825937,125706651925.5574,26784.706471638503,124923530495.66982,9.0,0.7,0.7,2.4,3.7,203.0,2714000.0,,,,,,,7.09253168,,5.760256587759677,47.18300679772624,28282248584.2243,10.644856109944556,,1.24114750368778,100.0,26.36781705046833,158.0,7.59592463482279,0.0,3.24138,,,7.54,2.4934,,,62032784210.52631,
France,FRA,2000,27.91987099295612,75.871,1.0242534364785734,100.0,9.32470035552979,14.30792394,0.53960568244678,0.0137377884525389,0.0002781647031069,48.93019037796271,0.0140159531556458,28.59497424902863,27.266271469005844,55.86124571803447,0.0532243485569293,0.000415147062512,1362248940482.7715,26090.63447365215,1383769117376.0828,10.0,0.7,0.7,2.3,3.6,3076.0,,,,,,,,9.58447742,,7.690060631102474,41.82576261490869,173596181560.343,6.127477939667556,,2.08501824480333,100.0,106.19454910255412,1185.0,4.97920897917369,99.3734142385658,2.09346,2915.69466,,7.97,6.4664,,,448439928246.4114,
French Polynesia,PYF,2000,40.58743169398908,56.047,1.7310590664881282,100.0,9.85000038146973,6.357063545,0.306094695775906,0.0,0.0,34.57534626260549,0.0,4.896582897912261,24.22879547111396,29.125378369026222,0.0009641992010965,0.0,3447543203.02843,,3447543203.02843,,,,,,,,,,,,,402589997.6193907,,,,,3814004.055,,,,100.0,,,,,,,,,1.697,,,,
Gabon,GAB,2000,91.97811153801374,78.879,3.4042244773247807,90.2,72.7827987670898,1.216140618,2.03176875478611,33.2590452377905,0.0024580378620178,69.83587339947897,33.26150327565252,69.03217670860818,32.66975223102932,101.7019289396375,4.00637492732397,0.0028288235097608,5080483463.999279,13852.350286800283,4299812167.702983,10.0,9.2,8.7,11.7,13.4,2149.0,230000.0,1340000.0333786,-1500000.0,1000000.0,,,7459999.460726991,2.90536737,,11.089954243208334,50.470113506367696,346018552.650427,3.801820151926269,,1.8014522476581096,100.0,,,2.81249164698433,100.0,,,,,,,,2273878745311.097,168000.0
